tweet_text,cyberbullying_type
sorry used derogatory manner i ni law white could get away killing child are karen shit ignorant skin color negro,ethnicity
casually walking past someone getting love,not_cyberbullying
us usa bronco de zipper cross call neon e kinda reclaim reclama due sore bullying,not_cyberbullying
saying nigger white house dumb ass white bitch go fuck,ethnicity
it hate dumb nigger it bored fuck wish slander loo sh,ethnicity
fuck crackdown watch dumb nigger lean,ethnicity
love always play victim like said yesterday would never call bitch refuse insult female dog way,gender
let law diligence sticking nose incident problem reckless starting irresponsible racism worst dartmouth dartmouth either helping hurting pick side,ethnicity
my mr general scalding spalding wise hope wise america american use idiot black superior bully white equal right let muslin muslim make slam islam world,religion
idiot blind fan need neel feel antenna farad mini s head mockery hinduism hinduism call muslin muslim show mirror prove words right,religion
asshole quite charmer rape gay one ladies missing,gender
basic come school,not_cyberbullying
universe christian woman right editor like confused multiple,religion
appearance beautiful lots high school people trying raise worth lowering let us know get talk show watch,age
shut three fuck dumb nigger,ethnicity
idiot german tennis coach tied serbia forget holocaust genocide bosnia bosnian hated different get grip,religion
c cc dumb fuck look,ethnicity
om literally angry dis sorry even know true first yeah one said interview wanted go route zero datary,ethnicity
going show evidence oh fucking years old going sit make video high school fucking,age
fuck bitch ass nuisance go stupid go dumb like three,ethnicity
still jack amsterdam amsterdam iron crown bud light limerick love feel jiggle walk,not_cyberbullying
dumb bitch cost pointless ass layup sorry fuck already dumb nigger,ethnicity
27 babul kabul attack sis isis terrorist afghanistan calling sad part india mauling describe anti buran quran top oppose can,religion
alright fine rape bad stay school gay crime,gender
defensive sword way france india,religion
swear older high school ended huge funny things work,age
hate white people try tell difference black person nigger already know dumb,ethnicity
saying teacher failure exclude racist might something racist bullying trick ignored,age
care black done first place need stop putting nigger night nigga full stop fuck dumb shit,ethnicity
also gay rape funny fucking make,gender
racism select white clothes wash colored one say racism wash de together,ethnicity
everyday saline high school glad able get things heard terrible would scream n word black girl hijack hijab school part 1,age
message stupid ass dumb ass 50 5 10 50 50 ah christ,ethnicity
come stay alive nation still early bird special,not_cyberbullying
need movement tell talk shit sharkskin darkskin black need legalization gay marriage learn homophobic rape never topic joke know people change also to,gender
truly dumb fuck truly calling mama nigger,ethnicity
islamic islamic whole shit people brains vice very sis isis islamic islamic big jihad booked war humanity,religion
someone please punch kat,gender
apparently wearing rose colored glasses glasses racism division reelection someday forget side red blue rather red white blue,ethnicity
ineducation miseducation america american boy crack rape think girlfriend gay still grand need give new better,gender
emesis work dumb random fuck like make mean so much,ethnicity
wondering anyone editorial team object gay rape joke type set,gender
heard dumb fuck knew,ethnicity
pretty sure galore cracker on patriarch,not_cyberbullying
christian support anything radical spew possessed following false fucking prophet oatmeal brains say send paradise island live amongst like species preach,religion
paravane blue guess stuck mixing clear special fix turquoise layer existing hair might good,not_cyberbullying
basically could use woman it need buy soap return red box shit need,gender
else say psalm tired prophecy mess talk tweet want tweet 6 years want christian woman tweet muslin muslim queens right tweet,religion
